lensfiletime_kst	targetdate12digit	class
2016-05-05 21:00:00	201605071300	0
2016-05-05 21:00:00	201605081300	0
2016-05-06 9:00:00	201605061300	0
2016-05-06 9:00:00	201605071300	0
2016-05-06 9:00:00	201605081300	0
2016-05-06 21:00:00	201605071300	0
2016-05-06 21:00:00	201605081300	0
2016-05-06 21:00:00	201605091300	0
2016-05-07 9:00:00	201605071300	0
2016-05-07 9:00:00	201605081300	0
2016-05-07 9:00:00	201605091300	0
2016-05-07 21:00:00	201605081300	0
2016-05-07 21:00:00	201605091300	0
2016-05-07 21:00:00	201605101300	0
2016-05-08 9:00:00	201605081300	0
2016-05-08 9:00:00	201605091300	0
2016-05-08 9:00:00	201605101300	0
2016-05-08 21:00:00	201605091300	0
2016-05-08 21:00:00	201605101300	0
2016-05-08 21:00:00	201605111300	0
2016-05-09 9:00:00	201605091300	0
2016-05-09 9:00:00	201605101300	0
2016-05-09 9:00:00	201605111300	0
2016-05-09 21:00:00	201605101300	0
2016-05-09 21:00:00	201605111300	0
2016-05-09 21:00:00	201605121300	0
2016-05-10 9:00:00	201605101300	0
2016-05-10 9:00:00	201605111300	0
2016-05-10 9:00:00	201605121300	0
2016-05-10 21:00:00	201605111300	0
2016-05-10 21:00:00	201605121300	0
2016-05-10 21:00:00	201605131300	0
2016-05-11 9:00:00	201605111300	0
2016-05-11 9:00:00	201605121300	0
2016-05-11 9:00:00	201605131300	0
2016-05-11 21:00:00	201605121300	0
2016-05-11 21:00:00	201605131300	0
2016-05-11 21:00:00	201605141300	0
2016-05-12 9:00:00	201605121300	0
2016-05-12 9:00:00	201605131300	0
2016-05-12 9:00:00	201605141300	0
2016-05-12 21:00:00	201605131300	0
2016-05-12 21:00:00	201605141300	0
2016-05-12 21:00:00	201605151300	0
2016-05-13 9:00:00	201605131300	0
2016-05-13 9:00:00	201605141300	0
2016-05-13 9:00:00	201605151300	0
2016-05-13 21:00:00	201605141300	0
2016-05-13 21:00:00	201605151300	0
2016-05-13 21:00:00	201605161300	0
2016-05-14 9:00:00	201605141300	0
2016-05-14 9:00:00	201605151300	0
2016-05-14 9:00:00	201605161300	0
2016-05-14 21:00:00	201605151300	0
2016-05-14 21:00:00	201605161300	0
2016-05-14 21:00:00	201605171300	0
2016-05-15 9:00:00	201605151300	0
2016-05-15 9:00:00	201605161300	0
2016-05-15 9:00:00	201605171300	0
2016-05-15 21:00:00	201605161300	0
2016-05-15 21:00:00	201605171300	0
2016-05-15 21:00:00	201605181300	0
2016-05-16 9:00:00	201605161300	0
2016-05-16 9:00:00	201605171300	0
2016-05-16 9:00:00	201605181300	0
2016-05-16 21:00:00	201605171300	0
2016-05-16 21:00:00	201605181300	0
2016-05-16 21:00:00	201605191300	0
2016-05-17 9:00:00	201605171300	0
2016-05-17 9:00:00	201605181300	0
2016-05-17 9:00:00	201605191300	0
2016-05-17 21:00:00	201605181300	0
2016-05-17 21:00:00	201605191300	0
2016-05-17 21:00:00	201605201300	0
2016-05-18 9:00:00	201605181300	0
2016-05-18 9:00:00	201605191300	0
2016-05-18 9:00:00	201605201300	0
2016-05-18 21:00:00	201605191300	0
2016-05-18 21:00:00	201605201300	0
2016-05-18 21:00:00	201605211300	0
2016-05-19 9:00:00	201605191300	0
2016-05-19 9:00:00	201605201300	0
2016-05-19 9:00:00	201605211300	0
2016-05-19 21:00:00	201605201300	0
2016-05-19 21:00:00	201605211300	0
2016-05-19 21:00:00	201605221300	0
2016-05-20 9:00:00	201605201300	0
2016-05-20 9:00:00	201605211300	0
2016-05-20 9:00:00	201605221300	0
2016-05-20 21:00:00	201605211300	0
2016-05-20 21:00:00	201605221300	0
2016-05-20 21:00:00	201605231300	0
2016-05-21 9:00:00	201605211300	0
2016-05-21 9:00:00	201605221300	0
2016-05-21 9:00:00	201605231300	0
2016-05-21 21:00:00	201605221300	0
2016-05-21 21:00:00	201605231300	0
2016-05-21 21:00:00	201605241300	0
2016-05-22 9:00:00	201605221300	0
2016-05-22 9:00:00	201605231300	0
2016-05-22 9:00:00	201605241300	0
2016-05-22 21:00:00	201605231300	0
2016-05-22 21:00:00	201605241300	0
2016-05-22 21:00:00	201605251300	0
2016-05-23 9:00:00	201605231300	0
2016-05-23 9:00:00	201605241300	0
2016-05-23 9:00:00	201605251300	0
2016-05-23 21:00:00	201605241300	0
2016-05-23 21:00:00	201605251300	0
2016-05-23 21:00:00	201605261300	0
2016-05-24 9:00:00	201605241300	0
2016-05-24 9:00:00	201605251300	0
2016-05-24 9:00:00	201605261300	0
2016-05-24 21:00:00	201605251300	0
2016-05-24 21:00:00	201605261300	0
2016-05-24 21:00:00	201605271300	0
2016-05-25 9:00:00	201605251300	0
2016-05-25 9:00:00	201605261300	0
2016-05-25 9:00:00	201605271300	0
2016-05-25 21:00:00	201605261300	0
2016-05-25 21:00:00	201605271300	0
2016-05-25 21:00:00	201605281300	0
2016-05-26 9:00:00	201605261300	0
2016-05-26 9:00:00	201605271300	0
2016-05-26 9:00:00	201605281300	0
2016-05-26 21:00:00	201605271300	0
2016-05-26 21:00:00	201605281300	0
2016-05-26 21:00:00	201605291300	0
2016-05-27 9:00:00	201605271300	0
2016-05-27 9:00:00	201605281300	0
2016-05-27 9:00:00	201605291300	0
2016-05-27 21:00:00	201605281300	0
2016-05-27 21:00:00	201605291300	0
2016-05-27 21:00:00	201605301300	0
2016-05-28 9:00:00	201605281300	0
2016-05-28 9:00:00	201605291300	0
2016-05-28 9:00:00	201605301300	0
2016-05-28 21:00:00	201605291300	0
2016-05-28 21:00:00	201605301300	0
2016-05-28 21:00:00	201605311300	0
2016-05-29 9:00:00	201605291300	0
2016-05-29 9:00:00	201605301300	0
2016-05-29 9:00:00	201605311300	0
2016-05-29 21:00:00	201605301300	0
2016-05-29 21:00:00	201605311300	0
2016-05-29 21:00:00	201606011300	0
2016-05-30 9:00:00	201605301300	0
2016-05-30 9:00:00	201605311300	0
2016-05-30 9:00:00	201606011300	0
2016-05-30 21:00:00	201605311300	0
2016-05-30 21:00:00	201606011300	0
2016-05-30 21:00:00	201606021300	0
2016-05-31 9:00:00	201605311300	0
2016-05-31 9:00:00	201606011300	0
2016-05-31 9:00:00	201606021300	0
2016-05-31 21:00:00	201606011300	0
2016-05-31 21:00:00	201606021300	0
2016-05-31 21:00:00	201606031300	0
2016-06-01 9:00:00	201606011300	0
2016-06-01 9:00:00	201606021300	0
2016-06-01 9:00:00	201606031300	0
2016-06-01 21:00:00	201606021300	0
2016-06-01 21:00:00	201606031300	0
2016-06-01 21:00:00	201606041300	0
2016-06-02 9:00:00	201606021300	0
2016-06-02 9:00:00	201606031300	0
2016-06-02 9:00:00	201606041300	0
2016-06-02 21:00:00	201606031300	0
2016-06-02 21:00:00	201606041300	0
2016-06-02 21:00:00	201606051300	0
2016-06-03 9:00:00	201606031300	0
2016-06-03 9:00:00	201606041300	0
2016-06-03 9:00:00	201606051300	0
2016-06-03 21:00:00	201606041300	0
2016-06-03 21:00:00	201606051300	0
2016-06-03 21:00:00	201606061300	0
2016-06-04 9:00:00	201606041300	0
2016-06-04 9:00:00	201606051300	0
2016-06-04 9:00:00	201606061300	0
2016-06-04 21:00:00	201606051300	0
2016-06-04 21:00:00	201606061300	0
2016-06-04 21:00:00	201606071300	0
2016-06-05 9:00:00	201606051300	0
2016-06-05 9:00:00	201606061300	0
2016-06-05 9:00:00	201606071300	0
2016-06-05 21:00:00	201606061300	0
2016-06-05 21:00:00	201606071300	0
2016-06-05 21:00:00	201606081300	0
2016-06-06 9:00:00	201606061300	0
2016-06-06 9:00:00	201606071300	0
2016-06-06 9:00:00	201606081300	0
2016-06-06 21:00:00	201606071300	0
2016-06-06 21:00:00	201606081300	0
2016-06-06 21:00:00	201606091300	0
2016-06-07 9:00:00	201606071300	0
2016-06-07 9:00:00	201606081300	0
2016-06-07 9:00:00	201606091300	0
2016-06-07 21:00:00	201606081300	0
2016-06-07 21:00:00	201606091300	0
2016-06-07 21:00:00	201606101300	0
2016-06-08 9:00:00	201606081300	0
2016-06-08 9:00:00	201606091300	0
2016-06-08 9:00:00	201606101300	0
2016-06-08 21:00:00	201606091300	0
2016-06-08 21:00:00	201606101300	0
2016-06-08 21:00:00	201606111300	0
2016-06-09 9:00:00	201606091300	0
2016-06-09 9:00:00	201606101300	0
2016-06-09 9:00:00	201606111300	0
2016-06-09 21:00:00	201606101300	0
2016-06-09 21:00:00	201606111300	0
2016-06-09 21:00:00	201606121300	0
2016-06-10 9:00:00	201606101300	0
2016-06-10 9:00:00	201606111300	0
2016-06-10 9:00:00	201606121300	0
2016-06-10 21:00:00	201606111300	0
2016-06-10 21:00:00	201606121300	0
2016-06-10 21:00:00	201606131300	0
2016-06-11 9:00:00	201606111300	0
2016-06-11 9:00:00	201606121300	0
2016-06-11 9:00:00	201606131300	0
2016-06-11 21:00:00	201606121300	0
2016-06-11 21:00:00	201606131300	0
2016-06-11 21:00:00	201606141300	0
2016-06-12 9:00:00	201606121300	0
2016-06-12 9:00:00	201606131300	0
2016-06-12 9:00:00	201606141300	0
2016-06-12 21:00:00	201606131300	0
2016-06-12 21:00:00	201606141300	0
2016-06-12 21:00:00	201606151300	0
2016-06-13 9:00:00	201606131300	0
2016-06-13 9:00:00	201606141300	0
2016-06-13 9:00:00	201606151300	0
2016-06-13 21:00:00	201606141300	0
2016-06-13 21:00:00	201606151300	0
2016-06-13 21:00:00	201606161300	0
2016-06-14 9:00:00	201606141300	0
2016-06-14 9:00:00	201606151300	0
2016-06-14 9:00:00	201606161300	0
2016-06-14 21:00:00	201606151300	0
2016-06-14 21:00:00	201606161300	0
2016-06-14 21:00:00	201606171300	0
2016-06-15 9:00:00	201606151300	0
2016-06-15 9:00:00	201606161300	0
2016-06-15 9:00:00	201606171300	0
2016-06-15 21:00:00	201606161300	0
2016-06-15 21:00:00	201606171300	0
2016-06-15 21:00:00	201606181300	0
2016-06-16 9:00:00	201606161300	0
2016-06-16 9:00:00	201606171300	0
2016-06-16 9:00:00	201606181300	0
2016-06-16 21:00:00	201606171300	0
2016-06-16 21:00:00	201606181300	0
2016-06-16 21:00:00	201606191300	0
2016-06-17 9:00:00	201606171300	0
2016-06-17 9:00:00	201606181300	0
2016-06-17 9:00:00	201606191300	0
2016-06-17 21:00:00	201606181300	0
2016-06-17 21:00:00	201606191300	0
2016-06-17 21:00:00	201606201300	0
2016-06-18 9:00:00	201606181300	0
2016-06-18 9:00:00	201606191300	0
2016-06-18 9:00:00	201606201300	0
2016-06-18 21:00:00	201606191300	0
2016-06-18 21:00:00	201606201300	0
2016-06-18 21:00:00	201606211300	0
2016-06-19 9:00:00	201606191300	0
2016-06-19 9:00:00	201606201300	0
2016-06-19 9:00:00	201606211300	0
2016-06-19 21:00:00	201606201300	0
2016-06-19 21:00:00	201606211300	0
2016-06-19 21:00:00	201606221300	0
2016-06-19 21:00:00	201606221400	1
2016-06-19 21:00:00	201606221500	1
2016-06-19 21:00:00	201606221600	1
2016-06-19 21:00:00	201606221700	1
2016-06-19 21:00:00	201606221800	1
2016-06-20 9:00:00	201606201300	0
2016-06-20 9:00:00	201606211300	0
2016-06-20 9:00:00	201606221300	0
2016-06-20 21:00:00	201606211300	0
2016-06-20 21:00:00	201606221300	0
2016-06-20 21:00:00	201606231300	0
2016-06-21 9:00:00	201606211300	0
2016-06-21 9:00:00	201606221300	2
2016-06-21 9:00:00	201606221400	2
2016-06-21 9:00:00	201606221500	2
2016-06-21 9:00:00	201606221600	1
2016-06-21 9:00:00	201606221700	1
2016-06-21 9:00:00	201606221800	1
2016-06-21 9:00:00	201606231300	0
2016-06-21 21:00:00	201606221300	0
2016-06-21 21:00:00	201606231300	0
2016-06-21 21:00:00	201606241300	0
2016-06-22 9:00:00	201606221300	0
2016-06-22 9:00:00	201606231300	0
2016-06-22 9:00:00	201606241300	0
2016-06-22 21:00:00	201606231300	0
2016-06-22 21:00:00	201606241300	0
2016-06-22 21:00:00	201606251300	0
2016-06-23 9:00:00	201606231300	0
2016-06-23 9:00:00	201606240400	1
2016-06-23 9:00:00	201606240500	1
2016-06-23 9:00:00	201606240600	1
2016-06-23 9:00:00	201606240700	1
2016-06-23 9:00:00	201606240800	1
2016-06-23 9:00:00	201606240900	1
2016-06-23 9:00:00	201606241300	0
2016-06-23 9:00:00	201606251300	0
2016-06-23 21:00:00	201606241300	0
2016-06-23 21:00:00	201606251300	0
2016-06-23 21:00:00	201606261300	0
2016-06-24 9:00:00	201606241300	0
2016-06-24 9:00:00	201606251300	0
2016-06-24 9:00:00	201606261300	0
2016-06-24 21:00:00	201606251300	0
2016-06-24 21:00:00	201606261300	0
2016-06-24 21:00:00	201606271300	0
2016-06-25 9:00:00	201606251300	0
2016-06-25 9:00:00	201606261300	0
2016-06-25 9:00:00	201606271300	0
2016-06-25 21:00:00	201606261300	0
2016-06-25 21:00:00	201606271300	0
2016-06-25 21:00:00	201606281300	0
2016-06-25 21:00:00	201606281600	1
2016-06-25 21:00:00	201606281700	1
2016-06-25 21:00:00	201606281800	1
2016-06-25 21:00:00	201606281900	1
2016-06-25 21:00:00	201606282000	1
2016-06-25 21:00:00	201606282100	1
2016-06-25 21:00:00	201606282200	1
2016-06-25 21:00:00	201606282300	1
2016-06-26 9:00:00	201606261300	0
2016-06-26 9:00:00	201606271300	0
2016-06-26 9:00:00	201606281300	0
2016-06-26 21:00:00	201606271300	0
2016-06-26 21:00:00	201606281300	0
2016-06-26 21:00:00	201606291000	1
2016-06-26 21:00:00	201606291100	2
2016-06-26 21:00:00	201606291200	2
2016-06-26 21:00:00	201606291300	2
2016-06-26 21:00:00	201606291400	2
2016-06-26 21:00:00	201606291500	1
2016-06-26 21:00:00	201606291600	1
2016-06-26 21:00:00	201606291700	1
2016-06-27 9:00:00	201606271300	0
2016-06-27 9:00:00	201606281300	0
2016-06-27 9:00:00	201606291300	0
2016-06-27 21:00:00	201606281300	0
2016-06-27 21:00:00	201606291300	0
2016-06-27 21:00:00	201606301300	0
2016-06-28 9:00:00	201606281300	0
2016-06-28 9:00:00	201606291300	0
2016-06-28 9:00:00	201606301300	0
2016-06-28 21:00:00	201606291300	0
2016-06-28 21:00:00	201606301300	0
2016-06-28 21:00:00	201607011300	0
2016-06-29 9:00:00	201606291300	0
2016-06-29 9:00:00	201606301300	0
2016-06-29 9:00:00	201607011300	0
2016-06-29 21:00:00	201606301300	0
2016-06-29 21:00:00	201607011300	0
2016-06-29 21:00:00	201607021300	0
2016-06-30 9:00:00	201606301300	0
2016-06-30 9:00:00	201607011300	0
2016-06-30 9:00:00	201607021300	0
2016-06-30 21:00:00	201607011300	0
2016-06-30 21:00:00	201607021300	0
2016-06-30 21:00:00	201607021700	1
2016-06-30 21:00:00	201607021800	1
2016-06-30 21:00:00	201607021900	1
2016-06-30 21:00:00	201607022000	1
2016-06-30 21:00:00	201607022100	1
2016-06-30 21:00:00	201607031300	0
2016-07-01 9:00:00	201607011300	0
2016-07-01 9:00:00	201607011900	1
2016-07-01 9:00:00	201607012000	1
2016-07-01 9:00:00	201607012100	1
2016-07-01 9:00:00	201607020400	1
2016-07-01 9:00:00	201607020500	2
2016-07-01 9:00:00	201607020600	2
2016-07-01 9:00:00	201607020700	1
2016-07-01 9:00:00	201607020800	1
2016-07-01 9:00:00	201607020900	1
2016-07-01 9:00:00	201607021200	1
2016-07-01 9:00:00	201607021300	1
2016-07-01 9:00:00	201607021400	2
2016-07-01 9:00:00	201607021500	2
2016-07-01 9:00:00	201607021600	2
2016-07-01 9:00:00	201607021700	2
2016-07-01 9:00:00	201607021800	1
2016-07-01 9:00:00	201607021900	1
2016-07-01 9:00:00	201607022000	1
2016-07-01 9:00:00	201607031100	1
2016-07-01 9:00:00	201607031200	1
2016-07-01 9:00:00	201607031300	1
2016-07-01 9:00:00	201607031400	1
2016-07-01 9:00:00	201607031500	1
2016-07-01 9:00:00	201607031600	2
2016-07-01 9:00:00	201607031700	2
2016-07-01 9:00:00	201607031800	2
2016-07-01 9:00:00	201607031900	2
2016-07-01 9:00:00	201607032000	2
2016-07-01 9:00:00	201607032100	1
2016-07-01 9:00:00	201607032200	1
2016-07-01 9:00:00	201607032300	1
2016-07-01 21:00:00	201607020400	1
2016-07-01 21:00:00	201607020500	1
2016-07-01 21:00:00	201607020600	1
2016-07-01 21:00:00	201607020700	1
2016-07-01 21:00:00	201607020800	1
2016-07-01 21:00:00	201607020900	1
2016-07-01 21:00:00	201607021000	1
2016-07-01 21:00:00	201607021300	0
2016-07-01 21:00:00	201607030300	1
2016-07-01 21:00:00	201607030400	1
2016-07-01 21:00:00	201607030500	1
2016-07-01 21:00:00	201607030600	1
2016-07-01 21:00:00	201607030700	1
2016-07-01 21:00:00	201607031300	0
2016-07-01 21:00:00	201607041300	0
2016-07-02 9:00:00	201607021300	0
2016-07-02 9:00:00	201607021900	1
2016-07-02 9:00:00	201607022000	1
2016-07-02 9:00:00	201607022100	1
2016-07-02 9:00:00	201607022200	1
2016-07-02 9:00:00	201607022300	1
2016-07-02 9:00:00	201607031300	0
2016-07-02 9:00:00	201607041300	0
2016-07-02 21:00:00	201607031300	0
2016-07-02 21:00:00	201607041300	0
2016-07-02 21:00:00	201607051300	0
2016-07-03 9:00:00	201607031300	0
2016-07-03 9:00:00	201607031700	1
2016-07-03 9:00:00	201607031800	2
2016-07-03 9:00:00	201607031900	2
2016-07-03 9:00:00	201607032000	2
2016-07-03 9:00:00	201607032100	2
2016-07-03 9:00:00	201607032200	1
2016-07-03 9:00:00	201607032300	1
2016-07-03 9:00:00	201607040000	1
2016-07-03 9:00:00	201607041300	0
2016-07-03 9:00:00	201607051300	0
2016-07-03 21:00:00	201607041300	0
2016-07-03 21:00:00	201607051300	0
2016-07-03 21:00:00	201607061300	0
2016-07-04 9:00:00	201607041300	0
2016-07-04 9:00:00	201607051300	0
2016-07-04 9:00:00	201607061300	0
2016-07-04 21:00:00	201607051300	0
2016-07-04 21:00:00	201607061300	0
2016-07-04 21:00:00	201607071300	0
2016-07-05 9:00:00	201607051300	0
2016-07-05 9:00:00	201607061300	0
2016-07-05 9:00:00	201607071300	0
2016-07-05 21:00:00	201607061300	0
2016-07-05 21:00:00	201607061800	1
2016-07-05 21:00:00	201607071300	0
2016-07-05 21:00:00	201607081300	0
2016-07-06 9:00:00	201607061300	0
2016-07-06 9:00:00	201607071300	0
2016-07-06 9:00:00	201607081300	0
2016-07-06 21:00:00	201607071300	0
2016-07-06 21:00:00	201607081300	0
2016-07-06 21:00:00	201607091300	0
2016-07-07 9:00:00	201607071300	0
2016-07-07 9:00:00	201607081300	0
2016-07-07 9:00:00	201607091300	0
2016-07-07 21:00:00	201607081300	0
2016-07-07 21:00:00	201607091300	0
2016-07-07 21:00:00	201607101300	0
2016-07-08 9:00:00	201607081300	0
2016-07-08 9:00:00	201607091300	0
2016-07-08 9:00:00	201607101300	0
2016-07-08 21:00:00	201607091300	0
2016-07-08 21:00:00	201607101300	0
2016-07-08 21:00:00	201607111300	0
2016-07-09 9:00:00	201607091300	0
2016-07-09 9:00:00	201607101300	0
2016-07-09 9:00:00	201607111300	0
2016-07-09 21:00:00	201607101300	0
2016-07-09 21:00:00	201607110700	1
2016-07-09 21:00:00	201607110800	2
2016-07-09 21:00:00	201607110900	2
2016-07-09 21:00:00	201607111000	1
2016-07-09 21:00:00	201607111100	1
2016-07-09 21:00:00	201607111200	1
2016-07-09 21:00:00	201607111300	1
2016-07-09 21:00:00	201607111400	1
2016-07-09 21:00:00	201607111500	1
2016-07-09 21:00:00	201607111600	1
2016-07-09 21:00:00	201607111700	1
2016-07-09 21:00:00	201607111800	1
2016-07-09 21:00:00	201607120300	1
2016-07-09 21:00:00	201607121300	0
2016-07-10 9:00:00	201607101300	0
2016-07-10 9:00:00	201607111300	0
2016-07-10 9:00:00	201607111700	1
2016-07-10 9:00:00	201607111800	2
2016-07-10 9:00:00	201607111900	2
2016-07-10 9:00:00	201607112000	1
2016-07-10 9:00:00	201607112100	1
2016-07-10 9:00:00	201607120400	1
2016-07-10 9:00:00	201607120500	1
2016-07-10 9:00:00	201607121300	1
2016-07-10 9:00:00	201607121400	2
2016-07-10 9:00:00	201607121500	2
2016-07-10 9:00:00	201607121600	2
2016-07-10 9:00:00	201607121700	1
2016-07-10 9:00:00	201607121800	1
2016-07-10 9:00:00	201607121900	1
2016-07-10 21:00:00	201607111300	0
2016-07-10 21:00:00	201607121300	0
2016-07-10 21:00:00	201607121800	1
2016-07-10 21:00:00	201607121900	1
2016-07-10 21:00:00	201607122000	1
2016-07-10 21:00:00	201607122100	1
2016-07-10 21:00:00	201607131300	0
2016-07-11 9:00:00	201607111300	0
2016-07-11 9:00:00	201607121300	0
2016-07-11 9:00:00	201607131300	0
2016-07-11 21:00:00	201607121300	1
2016-07-11 21:00:00	201607121400	1
2016-07-11 21:00:00	201607121500	1
2016-07-11 21:00:00	201607121600	1
2016-07-11 21:00:00	201607121700	1
2016-07-11 21:00:00	201607121800	1
2016-07-11 21:00:00	201607121900	1
2016-07-11 21:00:00	201607122000	1
2016-07-11 21:00:00	201607131300	0
2016-07-11 21:00:00	201607141300	0
2016-07-12 9:00:00	201607121300	0
2016-07-12 9:00:00	201607130300	1
2016-07-12 9:00:00	201607130400	2
2016-07-12 9:00:00	201607130500	2
2016-07-12 9:00:00	201607130600	1
2016-07-12 9:00:00	201607130700	1
2016-07-12 9:00:00	201607131300	0
2016-07-12 9:00:00	201607141300	0
2016-07-12 21:00:00	201607131300	0
2016-07-12 21:00:00	201607141300	0
2016-07-12 21:00:00	201607151300	0
2016-07-13 9:00:00	201607131300	0
2016-07-13 9:00:00	201607141300	0
2016-07-13 9:00:00	201607151300	0
2016-07-13 21:00:00	201607141300	0
2016-07-13 21:00:00	201607151300	0
2016-07-13 21:00:00	201607161300	0
2016-07-14 9:00:00	201607141300	0
2016-07-14 9:00:00	201607151300	0
2016-07-14 9:00:00	201607161300	0
2016-07-14 21:00:00	201607151300	0
2016-07-14 21:00:00	201607161300	0
2016-07-14 21:00:00	201607171300	0
2016-07-15 9:00:00	201607151300	0
2016-07-15 9:00:00	201607161300	0
2016-07-15 9:00:00	201607171300	0
2016-07-15 21:00:00	201607161300	0
2016-07-15 21:00:00	201607171300	0
2016-07-15 21:00:00	201607181300	0
2016-07-16 9:00:00	201607161300	0
2016-07-16 9:00:00	201607171300	0
2016-07-16 9:00:00	201607181300	0
2016-07-16 21:00:00	201607171300	0
2016-07-16 21:00:00	201607181300	0
2016-07-16 21:00:00	201607191300	0
2016-07-17 9:00:00	201607171300	0
2016-07-17 9:00:00	201607181300	0
2016-07-17 9:00:00	201607191300	0
2016-07-17 21:00:00	201607181300	0
2016-07-17 21:00:00	201607191300	0
2016-07-17 21:00:00	201607201300	0
2016-07-18 9:00:00	201607181300	0
2016-07-18 9:00:00	201607191300	0
2016-07-18 9:00:00	201607201300	0
2016-07-18 21:00:00	201607191300	0
2016-07-18 21:00:00	201607201300	0
2016-07-18 21:00:00	201607211300	0
2016-07-19 9:00:00	201607191300	0
2016-07-19 9:00:00	201607201300	0
2016-07-19 9:00:00	201607211300	0
2016-07-19 21:00:00	201607201300	0
2016-07-19 21:00:00	201607211300	0
2016-07-19 21:00:00	201607221300	0
2016-07-20 9:00:00	201607201300	0
2016-07-20 9:00:00	201607211300	0
2016-07-20 9:00:00	201607221300	0
2016-07-20 21:00:00	201607211300	0
2016-07-20 21:00:00	201607221300	0
2016-07-20 21:00:00	201607231300	0
2016-07-21 9:00:00	201607211300	0
2016-07-21 9:00:00	201607221300	0
2016-07-21 9:00:00	201607231300	0
2016-07-21 21:00:00	201607221300	0
2016-07-21 21:00:00	201607231300	0
2016-07-21 21:00:00	201607241300	0
2016-07-22 9:00:00	201607221300	0
2016-07-22 9:00:00	201607231300	0
2016-07-22 9:00:00	201607241300	0
2016-07-22 21:00:00	201607231300	0
2016-07-22 21:00:00	201607241300	0
2016-07-22 21:00:00	201607251300	0
2016-07-23 9:00:00	201607231300	0
2016-07-23 9:00:00	201607241300	0
2016-07-23 9:00:00	201607251300	0
2016-07-23 21:00:00	201607241300	0
2016-07-23 21:00:00	201607251300	0
2016-07-23 21:00:00	201607261300	0
2016-07-24 9:00:00	201607241300	0
2016-07-24 9:00:00	201607251300	0
2016-07-24 9:00:00	201607261300	0
2016-07-24 21:00:00	201607251300	0
2016-07-24 21:00:00	201607261300	0
2016-07-24 21:00:00	201607271300	0
2016-07-25 9:00:00	201607251300	0
2016-07-25 9:00:00	201607261300	0
2016-07-25 9:00:00	201607271300	0
2016-07-25 21:00:00	201607261300	0
2016-07-25 21:00:00	201607271300	0
2016-07-25 21:00:00	201607281300	0
2016-07-26 9:00:00	201607261300	0
2016-07-26 9:00:00	201607271300	0
2016-07-26 9:00:00	201607281300	0
2016-07-26 21:00:00	201607271300	0
2016-07-26 21:00:00	201607271700	1
2016-07-26 21:00:00	201607271800	1
2016-07-26 21:00:00	201607271900	1
2016-07-26 21:00:00	201607281300	0
2016-07-26 21:00:00	201607291300	0
2016-07-27 9:00:00	201607271300	0
2016-07-27 9:00:00	201607281300	0
2016-07-27 9:00:00	201607291300	0
2016-07-27 21:00:00	201607281300	0
2016-07-27 21:00:00	201607291300	0
2016-07-27 21:00:00	201607301300	0
2016-07-28 9:00:00	201607281300	0
2016-07-28 9:00:00	201607291300	0
2016-07-28 9:00:00	201607301300	0
2016-07-28 21:00:00	201607291300	0
2016-07-28 21:00:00	201607301300	0
2016-07-28 21:00:00	201607301700	1
